i,A,C,required_margin,required_argmin_y,stored_margin,stored_argmin_y,abs_margin_diff,abs_argmin_y_diff,num_check_points,d0,w0,pi0,d1,w1,pi1,d2,w2,pi2,d3,w3,pi3
98,1.798316875,1.7981213839285715,0.006092419803812366,2.686237292506793,0.006092419803812477,2.6862372925111893,1.1102230246251565e-16,4.39603908830577e-12,6,1.8174751,2.6247350268516625,98,2.557935,0.0,98,2.7209558767857143,0.046367355973881114,333,2.784490575,0.20220363225649549,98
99,1.7981213839285715,1.7979258928571429,0.006134152611117605,2.685815030516075,0.006134152611117716,2.6858150305133277,1.1102230246251565e-16,2.7471358521324873e-12,6,1.8174751,2.6200641958995403,99,2.557935,0.0,99,2.7209558767857143,0.04766834635126133,334,2.784490575,0.2006229686175825,99
100,1.7979258928571429,1.7977304017857143,0.006176421459405224,2.6853677142214982,0.006176421459405224,2.6853677142221617,0.0,6.634692795159935e-13,6,1.8174751,2.61475144049397,100,2.557935,0.0,100,2.7209558767857143,0.04901830849901533,335,2.784490575,0.19901599405828366,100
101,1.7977304017857143,1.7975349107142857,0.0062193582714712425,2.6850238936230832,0.0062193582714713536,2.6850238936210173,1.1102230246251565e-16,2.0659030042224913e-12,6,1.8174751,2.6118070058354546,101,2.557935,0.0,101,2.7209558767857143,0.05021564308289475,336,2.784490575,0.1974887068458007,101
102,1.7975349107142857,1.7973394196428572,0.00626286451134439,2.684623503197977,0.006262864511344279,2.684623503196571,1.1102230246251565e-16,1.4059864383852982e-12,6,1.8174751,2.6074884953460593,102,2.557935,0.0,102,2.7209558767857143,0.051510557407416856,337,2.784490575,0.19590939901547386,102
103,1.7973394196428572,1.7971439285714286,0.006307032808126389,2.6841757240993296,0.006307032808126389,2.6841757240986253,0.0,7.043254868221993e-13,6,1.8174751,2.602012412205674,103,2.557935,0.0,103,2.720955876785714,0.05288998559095253,338,2.784490575,0.1942852696150447,103
104,1.7971439285714286,1.7969484375,0.006351852847530481,2.6837530985271068,0.00635185284753037,2.683753098529788,1.1102230246251565e-16,2.681410649074678e-12,6,1.8174751,2.59707950688985,104,2.557935,0.0,104,2.720955876785714,0.05423896851343974,339,2.784490575,0.19267647085394773,104
105,1.7969484375,1.7967529464285714,0.006397386041453568,2.6833526405199084,0.006397386041453568,2.683352640516612,0.0,3.296474204717015e-12,6,1.8174751,2.5926217672883065,105,2.557935,0.0,105,2.720955876785714,0.05556152618081934,340,2.784490575,0.19108072019443623,105
106,1.7967529464285714,1.7965574553571428,0.0064435663657276265,2.6829754482716153,0.0064435663657276265,2.6829754482706822,0.0,9.330314298949816e-13,6,1.8174751,2.5886663916166412,106,2.557935,0.0,106,2.720955876785714,0.056855190362233826,341,2.784490575,0.18949911328435934,106
107,1.7965574553571428,1.7963619642857143,0.006490456466849648,2.682626955396101,0.006490456466849648,2.682626955398284,0.0,2.183142555622908e-12,6,1.8174751,2.58534281390109,107,2.557935,0.0,107,2.720955876785714,0.0581104814580976,342,2.784490575,0.1879363255101004,107
108,1.7963619642857143,1.7961664732142857,0.006538171042395402,2.6821034810355533,0.006538171042395402,2.682103481034763,0.0,7.904787935331115e-13,6,1.8174751,2.577891609599154,108,2.557935,0.0,108,2.720955876785714,0.05965973721152874,343,2.784490575,0.18622119924555225,108
109,1.7961664732142857,1.795970982142857,0.006584584518019243,2.7496098290590387,0.006584584518019243,2.7496098290586204,0.0,4.18332035678759e-13,6,1.8174751,2.5574663938190683,109,2.557935,0.0,109,2.720955876785714,0.06213828297881151,344,2.784490575,0.1840283857007016,109
110,1.795970982142857,1.7957754910714285,0.006628575922129176,2.7501667891853483,0.006628575922129176,2.750166789183854,0.0,1.4943601911454607e-12,6,1.8174751,2.536923516702099,110,2.557935,0.0,110,2.720955876785714,0.06465728604261413,345,2.784490575,0.1818158395286522,110
111,1.7957754910714285,1.79558,0.006669861443376446,2.6788183839610875,0.006669861443376446,2.678818383959427,0.0,1.6604495556293841e-12,6,1.8174751,2.5162641816302798,111,2.557935,0.0,111,2.720955876785714,0.06721709289966524,346,2.784490575,0.1795835057304928,111
112,1.79558,1.7953845089285714,0.006708311949522039,2.6776964211394905,0.006708311949522039,2.6776964211402063,0.0,7.158718062783009e-13,6,1.8174751,2.4954871519168504,112,2.5579349999999996,0.0,112,2.720955876785714,0.06981827285682303,347,2.7844905749999995,0.17733121555591455,112
113,1.7953845089285714,1.7951890178571428,0.00674374558620261,2.676559796699892,0.006743745586202721,2.676559796703503,1.1102230246251565e-16,3.610889365290859e-12,6,1.8174751,2.474591651728634,113,2.5579349999999996,0.0,113,2.720955876785714,0.07246138785356358,348,2.7844905749999995,0.17505880815181055,113
114,1.7951890178571428,1.7949935267857142,0.006775968630875595,2.6754077688393556,0.006775968630875595,2.6754077688357665,0.0,3.589128994008206e-12,6,1.8174751,2.4535767862785534,114,2.5579349999999996,0.0,114,2.720955876785714,0.07514703947671,349,2.7844905749999995,0.17276610631218242,114
115,1.7949935267857142,1.7947980357142856,0.006804690268858327,2.7529231857977763,0.006804690268858327,2.752923185798011,0.0,2.349231920106831e-13,6,1.8174751,2.432442790679131,115,2.5579349999999996,0.0,115,2.720955876785714,0.07787576880551866,350,2.7844905749999995,0.17045296857547795,115
116,1.7947980357142856,1.794602544642857,0.0068298795876331475,2.7534702381208165,0.0068298795876331475,2.753470238121696,0.0,8.79296635503124e-13,6,1.8174751,2.411185589223744,116,2.5579349999999996,0.0,116,2.720955876785714,0.08064848809569032,351,2.7844905749999995,0.16811906831885756,116
117,1.794602544642857,1.7944070535714285,0.006851196303582108,2.671851548244873,0.006851196303582108,2.6718515482489824,0.0,4.1096015479524795e-12,6,1.8174751,2.3898052851484595,117,2.5579349999999996,0.0,117,2.720955876785714,0.08346581464692011,352,2.7844905749999995,0.16576423598588647,117
118,1.7944070535714285,1.7942115625,0.006868417908151625,2.670630042924609,0.006868417908151625,2.6706300429284218,0.0,3.812949955772638e-12,6,1.8174751,2.368301418248381,118,2.5579349999999996,0.0,118,2.720955876785714,0.08632849908299729,353,2.7844905749999995,0.16338823352540965,118
119,1.7942115625,1.7940160714285713,0.0068812139991967225,2.7551062434007223,0.0068812139991965005,2.755106243400307,2.220446049250313e-16,4.1522341120980855e-13,6,1.8174751,2.3466729442656202,119,2.5579349999999996,0.0,119,2.720955876785714,0.08923726788765413,354,2.7844905749999995,0.16099085297282495,119
120,1.7940160714285713,1.7938205803571428,0.006889376129718627,2.755650420714158,0.006889376129718627,2.755650420714467,0.0,3.090860900556436e-13,6,1.8174751,2.3249164970414107,120,2.5579349999999996,0.0,120,2.720955876785714,0.09219313886448749,355,2.7844905749999995,0.15857173882903197,120
121,1.7938205803571428,1.7936250892857142,0.006892590630495521,2.7561942861407704,0.006892590630495521,2.7561942861389714,0.0,1.7990053891026037e-12,6,1.8174751,2.3030310197022272,121,2.5579349999999996,0.0,121,2.720955876785714,0.09519697507595867,356,2.7844905749999995,0.1561306230153832,121
122,1.7936250892857142,1.7934295982142856,0.006890545346546206,2.7567379927566833,0.006890545346546206,2.7567379927551685,0.0,1.5147882947985636e-12,6,1.8174751,2.2810145868548664,122,2.5579349999999996,0.0,122,2.720955876785714,0.09824974819581314,357,2.7844905749999995,0.15366719141567808,122
123,1.7934295982142856,1.793234107142857,0.006882906223070195,2.7572816894110073,0.006882906223069973,2.7572816894109824,2.220446049250313e-16,2.4868995751603507e-14,6,1.8174751,2.2588654215337445,123,2.5579349999999996,0.0,123,2.720955876785714,0.10135247549349134,358,2.7844905749999995,0.15118111474905072,123
124,1.793234107142857,1.7930386160714284,0.006869323345691125,2.757825522143327,0.006869323345691347,2.7578255221435906,2.220446049250313e-16,2.6334490144108713e-13,6,1.8174751,2.236581110649536,124,2.5579349999999996,0.0,124,2.720955876785714,0.10450625001057069,359,2.7844905749999995,0.14867203834195966,124
125,1.7930386160714284,1.7928431249999999,0.004840517945591372,2.6836944721266125,0.004840517945591372,2.683694472127571,0.0,9.583445148564351e-13,6,1.8174751,2.571554286619753,125,2.5579349999999996,0.0,125,2.735031233928571,0.09772395112063513,432,2.7844905749999995,0.1449190589736953,125
126,1.7928431249999999,1.7926476339285713,0.0048591188926323525,2.6833480463156736,0.0048591188926324635,2.6833480463130264,1.1102230246251565e-16,2.6472157799162233e-12,6,1.8174751,2.5670561843874258,126,2.5579349999999996,0.0,126,2.735031233928571,0.09937885040708253,433,2.7844905749999995,0.1430686420437338,126
127,1.7926476339285713,1.7924521428571427,0.004878561235200363,2.683029873947639,0.004878561235200474,2.6830298739500043,1.1102230246251565e-16,2.3652191316614335e-12,6,1.8174751,2.56321152743291,127,2.5579349999999996,0.0,127,2.735031233928571,0.10098468526196454,434,2.7844905749999995,0.14124360485208187,127
128,1.7924521428571427,1.7922566517857141,0.004898869516904214,2.6827546297686053,0.004898869516904103,2.6827546297658844,1.1102230246251565e-16,2.7209345887513336e-12,6,1.8174751,2.5603661286590356,128,2.5579349999999996,0.0,128,2.735031233928571,0.10251259568168816,435,2.7844905749999995,0.13945869083058898,128
129,1.7922566517857141,1.7920611607142856,0.004920073653145618,2.6824334033948274,0.004920073653145618,2.682433403394499,0.0,3.2818192607919627e-13,6,1.8174751,2.5564234913050856,129,2.5579349999999996,0.0,129,2.735031233928571,0.10413657730807876,436,2.7844905749999995,0.13762171667834594,129
130,1.7920611607142856,1.791865669642857,0.0049422149357285505,2.682106284106119,0.0049422149357284395,2.682106284106893,1.1102230246251565e-16,7.736034035588091e-13,6,1.8174751,2.552331336945371,130,2.5579349999999996,0.0,130,2.735031233928571,0.10577843004246221,437,2.7844905749999995,0.1357741013675544,130
131,1.7918656696428572,1.7916701785714286,0.004965398860231174,2.681794257751185,0.004965398860231174,2.6817942577530545,0.0,1.8696155734687636e-12,6,1.8174751000000002,2.5485852585364293,131,2.557935,0.0,131,2.7350312339285714,0.10739714228807083,438,2.784490575,0.13393713001581653,131
132,1.7916701785714286,1.7914746875,0.0049895401830248876,2.6814708974373884,0.004989540183024999,2.681470897437402,1.1102230246251565e-16,1.3766765505351941e-14,6,1.8174751,2.544563818653054,132,2.557935,0.0,132,2.7350312339285714,0.10904465586903356,439,2.784490575,0.13208350673116437,132
133,1.7914746875,1.7912791964285715,0.005014752976794878,2.6811548970331867,0.0050147529767949894,2.681154897033083,1.1102230246251565e-16,1.0347278589506459e-13,6,1.8174751,2.540708302832049,133,2.557935,0.0,133,2.7350312339285714,0.11068446185197699,440,2.784490575,0.13023203715438958,133
134,1.7912791964285715,1.791083705357143,0.00504108774098333,2.6808884408244165,0.005041087740983219,2.6808884408229274,1.1102230246251565e-16,1.48903112062726e-12,6,1.8174751,2.538009833889796,134,2.557935,0.0,134,2.7350312339285714,0.1122337300843232,441,2.784490575,0.1284248989775097,134
135,1.791083705357143,1.7908882142857143,0.005068537307602261,2.6805949120459127,0.00506853730760215,2.6805949120474075,1.1102230246251565e-16,1.4948042803553108e-12,6,1.8174751,2.534669766255066,135,2.557935,0.0,135,2.7350312339285714,0.11384331023797008,442,2.784490575,0.12658410279037546,135
136,1.7908882142857143,1.7906927232142857,0.005097344289585526,2.680299593766729,0.005097344289585526,2.680299593766561,0.0,1.6786572132332367e-13,6,1.8174751,2.5312841105887434,136,2.557935,0.0,136,2.7350312339285714,0.1154638229770296,443,2.784490575,0.12473487161679206,136
137,1.7906927232142857,1.7904972321428572,0.0051273378162070005,2.6800202027573956,0.0051273378162072225,2.6800202027550624,2.220446049250313e-16,2.333244708552229e-12,6,1.8174751,2.528268924158285,137,2.557935,0.0,137,2.7350312339285714,0.11706057490045207,444,2.784490575,0.12289447779534149,137
138,1.7904972321428572,1.7903017410714286,0.005158783800694011,2.679675870077622,0.005158783800694122,2.6796758700766974,1.1102230246251565e-16,9.245937349078304e-13,6,1.8174751,2.5237311739876245,138,2.557935,0.0,138,2.7350312339285714,0.11879327299912469,445,2.784490575,0.12098217723260904,138
139,1.7903017410714286,1.79010625,0.005191685290287573,2.6793811060591857,0.005191685290287573,2.679381106055444,0.0,3.7414515929867775e-12,6,1.8174751,2.5203558539109387,139,2.557935,0.0,139,2.7350312339285714,0.12043666090686675,446,2.784490575,0.11911112803446178,139
140,1.79010625,1.7899107589285714,0.00522614121019116,2.6791002961289747,0.005226141210191049,2.679100296128981,1.1102230246251565e-16,6.217248937900877e-15,6,1.8174751,2.5173092043451812,140,2.557935,0.0,140,2.7350312339285714,0.1220612945820441,447,2.784490575,0.11724509260545421,140
141,1.7899107589285714,1.7897152678571429,0.005262184968765515,2.7675753048900242,0.005262184968765515,2.7675753048890686,0.0,9.556799795973347e-13,6,1.8174751,2.511277801303188,141,2.557935,0.0,141,2.7350312339285714,0.12394723489849835,448,2.784490575,0.11524534453781879,141
142,1.7897152678571429,1.7895197767857143,0.005290355676121683,2.76813123853589,0.005290355676121461,2.768131238536684,2.220446049250313e-16,7.94031507211912e-13,6,1.8174751,2.4751160135098567,142,2.557935,0.0,142,2.7350312339285714,0.12841825336997792,449,2.784490575,0.11197224078022974,142
143,1.7895197767857143,1.7893242857142857,0.005303902750374734,2.7686891718311193,0.005303902750374734,2.7686891718317206,0.0,6.012967901369848e-13,6,1.8174751,2.438583265824402,143,2.557935,0.0,143,2.7350312339285714,0.13299457297468403,450,2.784490575,0.10865350655938356,143
144,1.7893242857142857,1.7891287946428571,0.005301451834276882,2.6733643388572794,0.005301451834276771,2.6733643388576414,1.1102230246251565e-16,3.6193270602780103e-13,6,1.8174751,2.4016667123980513,144,2.557935,0.0,144,2.7350312339285714,0.1376804391052424,451,2.784490575,0.10528783002748106,144
145,1.7891287946428571,1.7889333035714285,0.005281503507853613,2.671467977900118,0.005281503507853613,2.6714679778982573,0.0,1.8607337892717624e-12,6,1.8174751,2.364352368692616,145,2.557935,0.0,145,2.7350312339285714,0.14248045382498387,452,2.784490575,0.10187380828521611,145
146,1.7889333035714285,1.7887378125,0.0052423983972045285,2.669504220753965,0.0052423983972047505,2.6695042207538595,2.220446049250313e-16,1.056932319443149e-13,6,1.8174751,2.326624797718798,146,2.557935,0.0,146,2.7350312339285714,0.14739962087328587,453,2.784490575,0.09840993911311242,146
147,1.7887378125,1.7885423214285714,0.005182312865322336,2.7709452505723107,0.005182312865322114,2.7709452505735257,2.220446049250313e-16,1.2150280781497713e-12,6,1.8174751,2.288467091947028,147,2.557935,0.0,147,2.7350312339285714,0.15244338982751568,454,2.784490575,0.09489461323277006,147
148,1.7885423214285714,1.7883468303571428,0.005099229033748598,2.7715164551974025,0.00509922903374882,2.771516455198165,2.220446049250313e-16,7.625011733125575e-13,6,1.8174751,2.2498605888474716,148,2.557935,0.0,148,2.7350312339285714,0.1576177149234017,455,2.784490575,0.09132610381769986,148
149,1.7883468303571428,1.7881513392857142,0.004990907390008625,2.663157289725527,0.004990907390008625,2.6631572897200924,0.0,5.434763750145066e-12,6,1.8174751,2.210784617704168,149,2.557935,0.0,149,2.7350312339285714,0.162929122165158,456,2.784490575,0.08770255509541919,149
150,1.7881513392857142,1.7879558482142857,0.004854802543135972,2.6608698393491546,0.004854802543135861,2.6608698393477765,1.1102230246251565e-16,1.3780088181647443e-12,6,1.8174751,2.1712157361539437,150,2.557935,0.0,150,2.7350312339285714,0.1683848014159643,457,2.784490575,0.08402196655065208,150
151,1.7879558482142857,1.787760357142857,0.0047023178479381755,2.6603529284845377,0.0047023178479380645,2.6603529284852336,1.1102230246251565e-16,6.958877918350481e-13,6,1.8174751,2.162144304447282,151,2.557935,0.0,151,2.7350312339285714,0.16958777772461975,458,2.784490575,0.083193584364351,151
152,1.787760357142857,1.7875648660714285,0.004550816650196521,2.6601150794844246,0.004550816650196521,2.6601150794846506,0.0,2.2604140781368187e-13,6,1.8174751,2.157796383322785,152,2.557935,0.0,152,2.7350312339285714,0.17012657239398676,459,2.784490575,0.08280768136424264,152
153,1.7875648660714285,1.787369375,0.00440033036184273,2.772955885898037,0.004400330361842508,2.772955885897879,2.220446049250313e-16,1.580957587066223e-13,6,1.8174751,2.150590673129823,153,2.557935,0.0,153,2.7350312339285714,0.1710723400931659,460,2.784490575,0.08215315006114024,153
154,1.787369375,1.7871738839285713,0.004250910123301144,2.6594337255621614,0.004250910123301255,2.6594337255640337,1.1102230246251565e-16,1.872280108727864e-12,6,1.8174751,2.1457337205629865,154,2.557935,0.0,154,2.7350312339285714,0.17168721654531977,461,2.784490575,0.08171873467124889,154
155,1.7871738839285713,1.7869783928571428,0.004102470115425305,2.773085540398249,0.004102470115425527,2.773085540398353,2.220446049250313e-16,1.0436096431476471e-13,6,1.8174751,2.1410372460669462,155,2.557935,0.0,155,2.7350312339285714,0.17228103657502333,462,2.784490575,0.08129899122746047,155
156,1.7869783928571428,1.7867829017857142,0.003955086394507923,2.6587636234487793,0.003955086394507923,2.6587636234490026,0.0,2.233768725545815e-13,6,1.8174751,2.1339714376966143,156,2.557935,0.0,156,2.7350312339285714,0.17321495966075603,463,2.784490575,0.08065620722490102,156
157,1.7867829017857142,1.7865874107142856,0.003643099620692314,2.6382569301156877,0.003643099620692314,2.638256930116847,0.0,1.1590728377086634e-12,6,1.8174751,1.8739305155677735,157,2.557935,0.0,157,2.7209558767857143,0.1596139597545744,392,2.784490575,0.10705502740767935,157
158,1.7865874107142856,1.786391919642857,0.003535575343428743,2.6379606029919005,0.003535575343428632,2.637960602992459,1.1102230246251565e-16,5.586642259913788e-13,6,1.8174751,1.8699629862222447,158,2.557935,0.0,158,2.7209558767857143,0.1602382889761217,393,2.784490575,0.10659795420268289,158
159,1.786391919642857,1.7861964285714285,0.003428768456946507,2.7664052768898317,0.003428768456946507,2.7664052768916947,0.0,1.8629542353210127e-12,6,1.8174751,1.8658274341811558,159,2.557935,0.0,159,2.7209558767857143,0.16089319335041322,394,2.784490575,0.10612044270469659,159
160,1.7861964285714285,1.7860009374999999,0.003322760853969986,2.6373913451135795,0.003322760853969875,2.6373913451146107,1.1102230246251565e-16,1.0311751452718454e-12,6,1.8174751,1.862363023132751,160,2.557935,0.0,160,2.7209558767857143,0.1614343019427692,395,2.784490575,0.10572272129502906,160
161,1.7860009374999999,1.7858054464285713,0.003217446042457328,2.637093214030031,0.003217446042457217,2.637093214028502,1.1102230246251565e-16,1.5289991495137656e-12,6,1.8174751,1.858413960529382,161,2.557935,0.0,161,2.7209558767857143,0.16206038125707106,396,2.784490575,0.10526679043641882,161
162,1.7858054464285713,1.7856099553571427,0.0031128021428925567,2.766649580380953,0.0031128021428925567,2.7666495803814244,0.0,4.711786516509164e-13,6,1.8174751,1.8545625272609727,162,2.557935,0.0,162,2.7209558767857143,0.16267125804131324,397,2.784490575,0.10482215133737527,162
163,1.7856099553571427,1.7854144642857142,0.00300901084741112,2.636470085332193,0.003009010847411231,2.6364700853323444,1.1102230246251565e-16,1.5143442055887135e-13,6,1.8174751,1.8502246816469448,163,2.557935,0.0,163,2.7209558767857143,0.1633680591457383,398,2.784490575,0.10431899445997611,163
164,1.7854144642857142,1.7852189732142856,0.002905871775254143,2.7668306100413815,0.002905871775253921,2.7668306100409907,2.220446049250313e-16,3.907985046680551e-13,6,1.8174751,1.8462674391148106,164,2.557935,0.0,164,2.7209558767857143,0.16400075874777026,399,2.784490575,0.10386094401481963,164
165,1.7852189732142856,1.785023482142857,0.0028034516347279492,2.766912500341946,0.0028034516347279492,2.7669125003424977,0.0,5.515587986337778e-13,6,1.8174751,1.8424952566904862,165,2.557935,0.0,165,2.7209558767857143,0.16460294387401916,400,2.784490575,0.1034247138566594,165
166,1.785023482142857,1.7848279910714284,0.0027017608582219355,2.6355968913297394,0.0027017608582220465,2.635596891331689,1.1102230246251565e-16,1.949551631241775e-12,6,1.8174751,1.8388082096163807,166,2.557935,0.0,166,2.7209558767857143,0.16519181816302322,401,2.784490575,0.10299839505381593,166
167,1.7848279910714284,1.7846324999999998,0.0026007507187419954,2.7670727236999344,0.0026007507187419954,2.7670727236988304,0.0,1.1040057756872557e-12,6,1.8174751,1.8351072969166966,167,2.557935,0.0,167,2.7209558767857143,0.16578470619419997,402,2.784490575,0.10257001566326902,167
168,1.7846324999999998,1.7844370089285713,0.0025004623596310838,2.635048057782236,0.0025004623596309727,2.6350480577813045,1.1102230246251565e-16,9.316991622654314e-13,6,1.8174750999999998,1.831669565298327,168,2.557935,0.0,168,2.7209558767857143,0.16633302792551258,403,2.784490575,0.10217293086347355,168
169,1.7844370089285715,1.784241517857143,0.002400916407981235,2.6347313188590533,0.002400916407981235,2.6347313188608035,0.0,1.7501555760190968e-12,6,1.8174751,1.8276030232990124,169,2.557935,0.0,169,2.7209558767857147,0.16699298570650783,404,2.784490575,0.10170006993501911,169
170,1.784241517857143,1.7840460267857143,0.0023019881303140144,2.634405065174808,0.0023019881303139034,2.634405065171488,1.1102230246251565e-16,3.320010932839068e-12,6,1.8174751,1.8234360003242434,170,2.557935,0.0,170,2.7209558767857147,0.1676723415873696,405,2.784490575,0.10121480203185391,170
171,1.7840460267857143,1.7838505357142858,0.002203819205801816,2.767392091829791,0.0022038192058015937,2.7673920918295143,2.220446049250313e-16,2.76667577736589e-13,6,1.8174751,1.820386444819568,171,2.557935,0.0,171,2.7209558767857147,0.16815699577097512,406,2.784490575,0.10086329484976389,171
172,1.7838505357142858,1.7836550446428572,0.0021063325247185904,2.7674949473324624,0.0021063325247185904,2.7674949473328754,0.0,4.1300296516055823e-13,6,1.8174751,1.8157055131371727,172,2.557935,0.0,172,2.7209558767857147,0.16893042516110107,407,2.784490575,0.10031548731137031,172
173,1.7836550446428572,1.7834595535714286,0.002009529609845462,2.633526970645974,0.002009529609845462,2.6335269706440045,0.0,1.9695356456850277e-12,6,1.8174751,1.8122381938773238,173,2.557935,0.0,173,2.7209558767857147,0.16949150427279758,408,2.784490575,0.09991329786555456,173
174,1.7834595535714286,1.7832640625,0.0019134688717774573,2.767648119729121,0.0019134688717772352,2.7676481197285216,2.220446049250313e-16,5.995204332975845e-13,6,1.8174751,1.8086330405470201,174,2.557935,0.0,174,2.7209558767857147,0.17007854202809278,409,2.784490575,0.09949409340815091,174
175,1.7832640625,1.7830685714285714,0.0018179654232401976,2.7677296276294,0.0018179654232401976,2.767729627629889,0.0,4.889422200449189e-13,6,1.8174751,1.8048837471410362,175,2.557935,0.0,175,2.7209558767857147,0.17069263745454563,410,2.784490575,0.09905721773257943,175
176,1.7830685714285714,1.7828730803571429,0.0017232316192168362,2.7678032462395867,0.0017232316192168362,2.767803246239792,0.0,2.0516921495072893e-13,6,1.8174751,1.801478190802734,176,2.557935,0.0,176,2.7209558767857143,0.17124712037139928,411,2.784490575,0.09866152849493061,176
177,1.7828730803571429,1.7826775892857143,0.0016414811324387824,2.7697263929605453,0.0016414811324387824,2.769726392960342,0.0,2.0339285811132868e-13,6,1.8174751,1.8545744845872927,177,2.557935,0.0,177,2.7246702071428572,0.1753914171366439,431,2.784490575,0.0915577353760947,177
178,1.7826775892857143,1.7824820982142857,0.0015357729713576518,2.7679683690712205,0.0015357729713576518,2.7679683690706094,0.0,6.110667527536862e-13,6,1.8174751,1.793889637801414,178,2.557935,0.0,178,2.7209558767857143,0.17249907462743838,413,2.784490575,0.09777541678848246,178
179,1.7824820982142857,1.7822866071428571,0.0014430316750047023,2.7680508675540443,0.0014430316750047023,2.7680508675554294,0.0,1.3851142455223453e-12,6,1.8174751,1.7900987592958477,179,2.557935,0.0,179,2.7209558767857143,0.1731269053292195,414,2.784490575,0.09733226815142582,179
180,1.7822866071428571,1.7820911160714286,0.0013509382865499742,2.7681258281900263,0.0013509382865499742,2.768125828189866,0.0,1.603162047558726e-13,6,1.8174751,1.7866375234637943,180,2.557935,0.0,180,2.7209558767857143,0.17369732230339335,415,2.784490575,0.0969285801779774,180
181,1.7820911160714286,1.781895625,0.0012595267803956478,2.7681907172819216,0.0012595267803956478,2.768190717282385,0.0,4.636291350834654e-13,6,1.8174751,1.783617053519739,181,2.557935,0.0,181,2.7209558767857143,0.17419009705538402,416,2.784490575,0.09657781865550874,181
182,1.781895625,1.7817001339285714,0.0011687389253046687,2.6309147123488508,0.0011687389253045577,2.630914712348684,1.1102230246251565e-16,1.6697754290362354e-13,6,1.8174751,1.7795932981142268,182,2.557935,0.0,182,2.7209558767857143,0.1748643225436041,417,2.784490575,0.09610561786842466,182
183,1.7817001339285714,1.7815046428571428,0.0010786705576184552,2.768343439930109,0.0010786705576182332,2.7683434399320777,2.220446049250313e-16,1.9686474672653276e-12,6,1.8174751,1.7765754373453322,183,2.557935,0.0,183,2.7209558767857143,0.1753592379759851,418,2.784490575,0.09575463312445491,183
184,1.7815046428571428,1.7813091517857143,0.0009892283724710627,2.7684325641591476,0.0009892283724710627,2.768432564160029,0.0,8.815170815523743e-13,6,1.8174751,1.772497470413248,184,2.557935,0.0,184,2.7209558767857143,0.17604658487539201,419,2.784490575,0.09527518544902479,184
185,1.7813091517857143,1.7811136607142857,0.0009003836543408639,2.6300300071221354,0.0009003836543407528,2.630030007121507,1.1102230246251565e-16,6.283862319378386e-13,6,1.8174751,1.7687728010870893,185,2.557935,0.0,185,2.7209558767857143,0.17667186147545003,420,2.784490575,0.09483816719140747,185
186,1.7811136607142857,1.780918169642857,0.0008121827415463745,2.6298148471717973,0.0008121827415463745,2.6298148471724456,0.0,6.483702463810914e-13,6,1.8174751,1.7661103135179,186,2.557935,0.0,186,2.7209558767857143,0.1771063606594249,421,2.784490575,0.09452941316875034,186
187,1.780918169642857,1.7807226785714285,0.0007247028000496591,2.6294715786735914,0.0007247028000496591,2.6294715786734617,0.0,1.2967404927621828e-13,6,1.8174751,1.761981969925977,187,2.5579349999999996,0.0,187,2.7209558767857143,0.1778078509119177,422,2.7844905749999995,0.09404285715912131,187
188,1.7807226785714285,1.7805271875,0.0006378175769063965,2.768727113869309,0.0006378175769063965,2.7687271138690432,0.0,2.6556534749033744e-13,6,1.8174751,1.758899561232825,188,2.5579349999999996,0.0,188,2.7209558767857143,0.17832109493539502,423,2.7844905749999995,0.09368266191907637,188
189,1.7805271875,1.7803316964285714,0.0005515766010848466,2.7688034865969664,0.0005515766010846246,2.7688034865959184,2.220446049250313e-16,1.0480505352461478e-12,6,1.8174751,1.755381605390141,189,2.5579349999999996,0.0,189,2.7209558767857143,0.17891481112862018,424,2.7844905749999995,0.09326946830381519,189
190,1.7803316964285714,1.7801362053571428,0.0004659534808246768,2.628669900698549,0.0004659534808245658,2.628669900697993,1.1102230246251565e-16,5.559996907322784e-13,6,1.8174751,1.7522894921971364,190,2.5579349999999996,0.0,190,2.7209558767857143,0.17943229637912614,425,2.7844905749999995,0.09290765099386651,190
191,1.7801362053571428,1.7799407142857142,0.0003809195749434613,2.6283476452045385,0.00038091957494335027,2.6283476452028927,1.1102230246251565e-16,1.645794611704332e-12,6,1.8174751,1.7484541407329586,191,2.5579349999999996,0.0,191,2.7209558767857143,0.180086844827844,426,2.7844905749999995,0.09245539747691897,191
192,1.7799407142857142,1.7797452232142856,0.000296553673944544,2.7690272198601438,0.000296553673944544,2.7690272198604684,0.0,3.2462921240039577e-13,6,1.8174751,1.7450666056058701,192,2.5579349999999996,0.0,192,2.7209558767857143,0.18066118068535425,427,2.7844905749999995,0.09205710070005618,192
193,1.7797452232142856,1.779549732142857,0.0002128285957687659,2.7691037140064303,0.00021282859576898794,2.7691037140067607,2.220446049250313e-16,3.304023721284466e-13,6,1.8174751,1.7415453303190247,193,2.5579349999999996,0.0,193,2.7209558767857143,0.18126145154781803,428,2.7844905749999995,0.09164231576532395,193
194,1.779549732142857,1.7793542410714285,0.00012966796596480812,2.769178575878259,0.00012966796596480812,2.7691785758774112,0.0,8.477663016037695e-13,6,1.8174751,1.738096056455737,194,2.5579349999999996,0.0,194,2.7209558767857143,0.18184998265879793,429,2.7844905749999995,0.0912359834915705,194
