i,required_margin,required_argmin_y,num_check_points,stored_margin
157,0.003643099620692213845532470961412926541315416131221813727295447740358986637560603935321262,2.63825693011568759749687381865597034472534825271992819297115365325558588224957796426975488,6,0.003643099620692314
158,0.003535575343428671676396505486591484580559703390224112241414868785130251810559697416421570,2.63796060299190042166294525951774600893938055349854105646602089881562864882066405533510058,6,0.003535575343428632
159,0.003428768456946892343565537042850498975102857205996727008528395956448679610569285669623926,2.76640527688983195914620401557537202388707514564614389388137261794541619969221107049959473,6,0.003428768456946507
160,0.003322760853969962669100083594841559001751829559712887144994732722633054756296908874230007,2.63739134511357909373489625400146074744494835544231535873966889460814670234125212949600918,6,0.003322760853969875
161,0.003217446042457255747965812591464078154876426555285809578365777142293979526119828475597119,2.63709321403003073536974162827911785893403004675131882717507714485779176709609435842378866,6,0.003217446042457217
162,0.003112802142893018453752564156830277743432349618057340557759061556039586455601686601663516,2.76664958038095346544510503420164221462040967587991162780653762554358265061228735455465478,6,0.0031128021428925567
163,0.003009010847411096002640326220350982632632720026250907284202493758581263400525377171176766,2.63647008533219284055548987129281749601957036514324784374001490356611864868488515831343690,6,0.003009010847411231
164,0.002905871775254560069430916937560166139063911439857407145754036289013358358023610088564858,2.76683061004138171877239507078651793625329098667769380525791363620486077776847085265341528,6,0.002905871775253921
165,0.002803451634728266540187660070985922576994917575239293975062185879122555757929047383609382,2.76691250034194628679726415313707783629136365353929037900049912108752106513503098624613822,6,0.0028034516347279492
166,0.002701760858221971003761856689285210680232085799622150167110156565638000809384630026398099,2.63559689132973930595597751108366047240270484622289229989583932057732130751143831259888452,6,0.0027017608582220465
167,0.002600750718742361466141669294210133495016195533248912464192806160241857281029693290962333,2.76707272369993470587923178484445370029003906269712707796135129642489728273763460375077651,6,0.0026007507187419954
168,0.002500462359631523670406593549061260838379279322933406975887488838512703820059540656137283,2.63504805778223631256663530595659303498694240991389315734600039135387491555709426435252940,6,0.0025004623596309727
169,0.002400916407982097445443336779117447693302052174081193242281015079380343124686937333487645,2.63473131885905302154600947230951744201887515192422379281179860588635640543800816329538040,6,0.002400916407981235
170,0.002301988130314776315393887725638905667835714363880506220183956504138314787235387827441374,2.63440506517480750395893658040587102965311558376518387521757554984978542238035970704411470,6,0.0023019881303139034
171,0.002203819205800504527515789461889939113619408314311336073471582140698105758676834581393291,2.76739209182979044493446334111810210829034123820259694030795596692749178708771638669167601,6,0.0022038192058015937
172,0.002106332524717234550535620456891148111064319064588208028983087491709587898809374307775427,2.76749494733246259870886394708804715558822069241543287990962022290734838643374974460944158,6,0.0021063325247185904
173,0.002009529609846368769557586487726236055884417600286356087111038371846432014521332222285996,2.63352697064597415473972703302828841407118509635997986777151943088512099478900426140192132,6,0.002009529609845462
